ACTOR_ID,INCIDENT_ID,ACTOR_TYPE,ACTOR_PATTERN
4755,4755,External,Lost and Stolen Assets
4756,4756,External,Lost and Stolen Assets
4757,4757,Partner,Lost and Stolen Assets
4758,4758,External,Payment Card Skimmers
4759,4759,Internal,Privilege Misuse
4760,4760,Internal,Privilege Misuse
4761,4761,Internal,Privilege Misuse
4762,4762,Unknown,Miscellaneous Errors
4763,4763,Internal,Miscellaneous Errors
4764,4764,External,Lost and Stolen Assets
4765,4765,Internal,Privilege Misuse
4766,4766,External,Web Applications
4767,4767,External Internal,Privilege Misuse
4768,4768,External,Everything Else
4769,4769,Internal,Miscellaneous Errors
4770,4770,External,Cyber-Espionage
4771,4771,External,Web Applications
4772,4772,External,Lost and Stolen Assets
4773,4773,Internal,Miscellaneous Errors
4774,4774,Internal,Privilege Misuse
4775,4775,External,Crimeware
4776,4776,Internal,Privilege Misuse
4777,4777,Partner,Miscellaneous Errors
4778,4778,Internal,Lost and Stolen Assets
4779,4779,Internal,Lost and Stolen Assets
4780,4780,External,Crimeware
4781,4781,Internal,Miscellaneous Errors
4782,4782,Internal,Privilege Misuse
4783,4783,External,Payment Card Skimmers
4784,4784,External,Cyber-Espionage
4785,4785,Internal,Privilege Misuse
4786,4786,External,Everything Else
4787,4787,Internal,Miscellaneous Errors
4788,4788,Internal,Privilege Misuse
4789,4789,Internal,Miscellaneous Errors
4790,4790,Internal,Privilege Misuse
4791,4791,External,Web Applications
4792,4792,Internal,Miscellaneous Errors
4793,4793,External,Web Applications
4794,4794,Internal,Miscellaneous Errors
4795,4795,Internal,Privilege Misuse
4796,4796,Unknown,Lost and Stolen Assets
4797,4797,External,Web Applications
4798,4798,External,Web Applications
4799,4799,External,Web Applications
4800,4800,Internal,Privilege Misuse
4801,4801,Internal,Miscellaneous Errors
4802,4802,External Internal,Privilege Misuse
4803,4803,Internal,Lost and Stolen Assets
4804,4804,Partner,Privilege Misuse
4805,4805,Internal,Everything Else
4806,4806,Internal,Privilege Misuse
4807,4807,Internal,Privilege Misuse
4808,4808,Internal,Privilege Misuse
4809,4809,External,Cyber-Espionage
4810,4810,External,Privilege Misuse
4811,4811,External,Web Applications
4812,4812,Partner,Lost and Stolen Assets
4813,4813,External,Web Applications
4814,4814,Internal,Miscellaneous Errors
4815,4815,Internal,Privilege Misuse
4816,4816,External,Crimeware
4817,4817,External,Lost and Stolen Assets
4818,4818,External,Lost and Stolen Assets
4819,4819,External,Crimeware
4820,4820,External,Lost and Stolen Assets
4821,4821,External,Everything Else
4822,4822,Internal,Miscellaneous Errors
4823,4823,Partner,Lost and Stolen Assets
4824,4824,External,Lost and Stolen Assets
4825,4825,External,Web Applications
4826,4826,External,Web Applications
4827,4827,External,Web Applications
4828,4828,Internal,Lost and Stolen Assets
4829,4829,Internal,Miscellaneous Errors
4830,4830,Internal,Privilege Misuse
4831,4831,Internal,Miscellaneous Errors
4832,4832,External,Lost and Stolen Assets
4833,4833,Unknown,Miscellaneous Errors
4834,4834,Internal,Lost and Stolen Assets
4835,4835,External,Everything Else
4836,4836,Internal,Privilege Misuse
4837,4837,External,Everything Else
4838,4838,External,Crimeware
4839,4839,External,Web Applications
4840,4840,External,Lost and Stolen Assets
4841,4841,Internal,Miscellaneous Errors
4842,4842,External,Web Applications
4843,4843,Internal,Miscellaneous Errors
4844,4844,Unknown,Everything Else
4845,4845,Internal,Privilege Misuse
4846,4846,Internal,Miscellaneous Errors
4847,4847,Internal,Everything Else
4848,4848,External,Payment Card Skimmers
4849,4849,Internal,Lost and Stolen Assets
4850,4850,Partner,Miscellaneous Errors
4851,4851,External,Web Applications
4852,4852,External,Web Applications
4853,4853,External,Cyber-Espionage
4854,4854,Internal,Miscellaneous Errors
4855,4855,External,Crimeware
4856,4856,Internal,Miscellaneous Errors
4857,4857,External,Everything Else
4858,4858,External,Web Applications
4859,4859,Internal,Privilege Misuse
4860,4860,External,Payment Card Skimmers
4861,4861,Internal,Miscellaneous Errors
4862,4862,Internal,Miscellaneous Errors
4863,4863,External,Web Applications
4864,4864,Unknown,Everything Else
4865,4865,External,Everything Else
4866,4866,External,Lost and Stolen Assets
4867,4867,Internal,Lost and Stolen Assets
4868,4868,External,Web Applications
4869,4869,Internal,Privilege Misuse
4870,4870,Internal,Lost and Stolen Assets
4871,4871,External,Crimeware
4872,4872,External,Payment Card Skimmers
4873,4873,Internal,Miscellaneous Errors
4874,4874,External,Everything Else
4875,4875,External,Crimeware
4876,4876,External,Lost and Stolen Assets
4877,4877,Internal,Miscellaneous Errors
4878,4878,External,Lost and Stolen Assets
4879,4879,External,Web Applications
4880,4880,External,Lost and Stolen Assets
4881,4881,Internal,Miscellaneous Errors
4882,4882,Internal,Privilege Misuse
4883,4883,External,Privilege Misuse
4884,4884,Internal,Miscellaneous Errors
4885,4885,External,Web Applications
4886,4886,Internal,Privilege Misuse
4887,4887,Internal,Privilege Misuse
4888,4888,External,Everything Else
4889,4889,Internal,Privilege Misuse
4890,4890,External,Denial of Service
4891,4891,Internal,Miscellaneous Errors
4892,4892,Internal,Miscellaneous Errors
4893,4893,External,Cyber-Espionage
4894,4894,External,Lost and Stolen Assets
4895,4895,External,Web Applications
4896,4896,Internal,Privilege Misuse
4897,4897,Internal,Lost and Stolen Assets
4898,4898,External,Web Applications
4899,4899,External,Lost and Stolen Assets
4900,4900,External,Cyber-Espionage
4901,4901,External,Everything Else
4902,4902,Partner,Lost and Stolen Assets
4903,4903,External,Denial of Service
4904,4904,External,Lost and Stolen Assets
4905,4905,Internal,Privilege Misuse
4906,4906,Internal,Miscellaneous Errors
4907,4907,Internal,Privilege Misuse
4908,4908,Internal,Miscellaneous Errors
4909,4909,External,Everything Else
4910,4910,Partner,Lost and Stolen Assets
4911,4911,External,Payment Card Skimmers
4912,4912,Internal,Privilege Misuse
4913,4913,Internal,Lost and Stolen Assets
4914,4914,External,Everything Else
4915,4915,External,Privilege Misuse
4916,4916,Internal,Miscellaneous Errors
4917,4917,External,Lost and Stolen Assets
4918,4918,External,Everything Else
4919,4919,Internal,Privilege Misuse
4920,4920,External,Point of Sale
4921,4921,Unknown,Everything Else
4922,4922,External,Cyber-Espionage
4923,4923,External,Crimeware
4924,4924,Internal,Miscellaneous Errors
4925,4925,Internal,Privilege Misuse
4926,4926,Partner,Lost and Stolen Assets
4927,4927,Internal,Privilege Misuse
4928,4928,Partner,Lost and Stolen Assets
4929,4929,Internal,Miscellaneous Errors
4930,4930,External,Web Applications
4931,4931,External,Crimeware
4932,4932,External,Lost and Stolen Assets
4933,4933,Internal,Privilege Misuse
4934,4934,External,Lost and Stolen Assets
4935,4935,Internal,Privilege Misuse
4936,4936,Internal,Lost and Stolen Assets
4937,4937,Internal,Miscellaneous Errors
4938,4938,Internal,Miscellaneous Errors
4939,4939,Partner,Miscellaneous Errors
4940,4940,External,Payment Card Skimmers
4941,4941,Partner,Lost and Stolen Assets
4942,4942,External,Lost and Stolen Assets
4943,4943,External,Lost and Stolen Assets
4944,4944,External Internal,Privilege Misuse
4945,4945,External,Everything Else
4946,4946,Internal,Miscellaneous Errors
4947,4947,Internal,Privilege Misuse
4948,4948,Internal,Miscellaneous Errors
4949,4949,Internal,Lost and Stolen Assets
4950,4950,External,Web Applications
4951,4951,External,Denial of Service
4952,4952,External,Web Applications
4953,4953,External,Web Applications
4954,4954,Internal,Privilege Misuse
4955,4955,Internal,Miscellaneous Errors
4956,4956,Internal,Lost and Stolen Assets
4957,4957,External,Web Applications
4958,4958,Internal,Miscellaneous Errors
4959,4959,Internal,Privilege Misuse
4960,4960,External,Web Applications
4961,4961,External,Everything Else
4962,4962,Internal,Privilege Misuse
4963,4963,Internal,Lost and Stolen Assets
4964,4964,Internal,Miscellaneous Errors
4965,4965,External,Everything Else
4966,4966,Internal,Privilege Misuse
4967,4967,Internal,Miscellaneous Errors
4968,4968,Internal,Privilege Misuse
4969,4969,Internal,Lost and Stolen Assets
4970,4970,External,Web Applications
4971,4971,Partner,Miscellaneous Errors
4972,4972,Partner,Miscellaneous Errors
4973,4973,Unknown,Everything Else
4974,4974,External,Web Applications
4975,4975,External,Web Applications
4976,4976,Internal,Miscellaneous Errors
4977,4977,Internal,Miscellaneous Errors
4978,4978,External,Lost and Stolen Assets
4979,4979,External,Lost and Stolen Assets
4980,4980,External,Everything Else
4981,4981,External,Lost and Stolen Assets
4982,4982,External,Everything Else
4983,4983,Internal,Lost and Stolen Assets
4984,4984,External,Lost and Stolen Assets
4985,4985,Internal,Privilege Misuse
4986,4986,External,Denial of Service
4987,4987,Internal,Miscellaneous Errors
4988,4988,Internal,Miscellaneous Errors
4989,4989,External,Payment Card Skimmers
4990,4990,Internal,Privilege Misuse
4991,4991,Internal,Miscellaneous Errors
4992,4992,External,Denial of Service
4993,4993,External,Web Applications
4994,4994,Internal,Miscellaneous Errors
4995,4995,Internal,Miscellaneous Errors
4996,4996,Internal,Privilege Misuse
4997,4997,External,Lost and Stolen Assets
4998,4998,External,Crimeware
4999,4999,External,Everything Else
5000,5000,External,Everything Else
5001,5001,External,Denial of Service
5002,5002,Internal,Privilege Misuse
5003,5003,External,Lost and Stolen Assets
5004,5004,Internal,Privilege Misuse
5005,5005,External,Everything Else
5006,5006,Internal,Privilege Misuse
5007,5007,External,Web Applications
5008,5008,Internal,Miscellaneous Errors
5009,5009,Internal,Miscellaneous Errors
5010,5010,Internal,Miscellaneous Errors
5011,5011,Internal,Privilege Misuse
5012,5012,Internal,Miscellaneous Errors
5013,5013,Internal,Miscellaneous Errors
5014,5014,Partner,Lost and Stolen Assets
5015,5015,Internal,Miscellaneous Errors
5016,5016,Internal,Miscellaneous Errors
5017,5017,Unknown,Everything Else
5018,5018,External,Everything Else
5019,5019,Internal,Miscellaneous Errors
5020,5020,External,Everything Else
5021,5021,External,Everything Else
5022,5022,External,Cyber-Espionage
5023,5023,External,Payment Card Skimmers
5024,5024,Internal,Miscellaneous Errors
5025,5025,External,Lost and Stolen Assets
5026,5026,External,Everything Else
5027,5027,Internal,Privilege Misuse
5028,5028,External,Everything Else
5029,5029,Internal,Privilege Misuse
5030,5030,Internal,Privilege Misuse
5031,5031,External,Crimeware
5032,5032,Internal,Miscellaneous Errors
5033,5033,Internal,Miscellaneous Errors
5034,5034,External,Web Applications
5035,5035,External,Everything Else
5036,5036,Internal,Miscellaneous Errors
5037,5037,Internal,Miscellaneous Errors
5038,5038,External,Privilege Misuse
5039,5039,External,Lost and Stolen Assets
5040,5040,External,Cyber-Espionage
5041,5041,External,Crimeware
5042,5042,Internal,Privilege Misuse
5043,5043,Internal,Miscellaneous Errors
5044,5044,External,Web Applications
5045,5045,External,Cyber-Espionage
5046,5046,Internal,Miscellaneous Errors
5047,5047,Internal,Web Applications
5048,5048,Internal,Privilege Misuse
5049,5049,External,Web Applications
5050,5050,Internal Partner,Lost and Stolen Assets
5051,5051,External,Everything Else
5052,5052,External,Cyber-Espionage
5053,5053,Internal,Miscellaneous Errors
5054,5054,Internal,Privilege Misuse
5055,5055,External,Everything Else
5056,5056,External,Lost and Stolen Assets
5057,5057,Internal,Privilege Misuse
5058,5058,External,Denial of Service
5059,5059,External,Crimeware
5060,5060,External,Everything Else
5061,5061,External,Everything Else
5062,5062,External,Miscellaneous Errors
5063,5063,Internal,Lost and Stolen Assets
5064,5064,External,Denial of Service
5065,5065,External,Web Applications
5066,5066,Internal,Miscellaneous Errors
5067,5067,External,Lost and Stolen Assets
5068,5068,External,Lost and Stolen Assets
5069,5069,External,Crimeware
5070,5070,External,Lost and Stolen Assets
5071,5071,Unknown,Everything Else
5072,5072,External,Crimeware
5073,5073,Internal,Privilege Misuse
5074,5074,External,Lost and Stolen Assets
5075,5075,External,Web Applications
5076,5076,Internal,Miscellaneous Errors
5077,5077,External,Payment Card Skimmers
5078,5078,External,Lost and Stolen Assets
5079,5079,External,Point of Sale
5080,5080,External,Lost and Stolen Assets
5081,5081,Internal,Privilege Misuse
5082,5082,External,Lost and Stolen Assets
5083,5083,External,Web Applications
5084,5084,Internal,Miscellaneous Errors
5085,5085,Partner,Miscellaneous Errors
5086,5086,Internal,Miscellaneous Errors
5087,5087,Internal,Miscellaneous Errors
5088,5088,External,Lost and Stolen Assets
5089,5089,External Internal,Privilege Misuse
5090,5090,Internal,Miscellaneous Errors
5091,5091,External,Everything Else
5092,5092,External,Web Applications
5093,5093,External,Payment Card Skimmers
5094,5094,Internal,Lost and Stolen Assets
5095,5095,External,Payment Card Skimmers
5096,5096,Internal,Miscellaneous Errors
5097,5097,External,Web Applications
5098,5098,External Internal,Privilege Misuse
5099,5099,External,Lost and Stolen Assets
5100,5100,Partner,Privilege Misuse
5101,5101,External,Lost and Stolen Assets
5102,5102,Internal,Privilege Misuse
5103,5103,External Partner,Lost and Stolen Assets
5104,5104,Partner,Miscellaneous Errors
5105,5105,External,Cyber-Espionage
5106,5106,Internal,Privilege Misuse
5107,5107,Internal,Miscellaneous Errors
5108,5108,Internal,Miscellaneous Errors
5109,5109,External,Lost and Stolen Assets
5110,5110,External,Web Applications
5111,5111,Internal,Privilege Misuse
5112,5112,Partner,Miscellaneous Errors
5113,5113,Internal,Privilege Misuse
5114,5114,Internal,Privilege Misuse
5115,5115,External,Lost and Stolen Assets
5116,5116,External,Cyber-Espionage
5117,5117,Internal,Miscellaneous Errors
5118,5118,Unknown,Everything Else
5119,5119,External,Lost and Stolen Assets
5120,5120,Internal,Lost and Stolen Assets
5121,5121,External Internal,Privilege Misuse
5122,5122,Internal,Privilege Misuse
5123,5123,Internal,Miscellaneous Errors
5124,5124,External,Everything Else
5125,5125,Internal,Privilege Misuse
5126,5126,Internal,Privilege Misuse
5127,5127,Internal,Miscellaneous Errors
5128,5128,Internal,Privilege Misuse
5129,5129,Internal,Miscellaneous Errors
5130,5130,External,Crimeware
5131,5131,Internal,Miscellaneous Errors
5132,5132,Partner,Privilege Misuse
5133,5133,Internal,Privilege Misuse
5134,5134,External Internal,Privilege Misuse
5135,5135,Internal,Miscellaneous Errors
5136,5136,Internal,Miscellaneous Errors
5137,5137,Internal,Privilege Misuse
5138,5138,External,Everything Else
5139,5139,External,Payment Card Skimmers
5140,5140,Internal,Privilege Misuse
5141,5141,Internal,Privilege Misuse
5142,5142,External Internal,Privilege Misuse
5143,5143,Internal,Privilege Misuse
5144,5144,External,Web Applications
5145,5145,Internal,Miscellaneous Errors
5146,5146,Internal,Privilege Misuse
5147,5147,Partner,Privilege Misuse
5148,5148,Internal,Lost and Stolen Assets
5149,5149,External,Payment Card Skimmers
5150,5150,External,Lost and Stolen Assets
5151,5151,External,Everything Else
5152,5152,Internal,Privilege Misuse
5153,5153,External,Everything Else
5154,5154,External Internal,Everything Else
5155,5155,Internal,Privilege Misuse
5156,5156,Internal,Miscellaneous Errors
5157,5157,Internal,Miscellaneous Errors
5158,5158,External,Web Applications
5159,5159,External,Web Applications
5160,5160,Internal,Privilege Misuse
5161,5161,Internal,Privilege Misuse
5162,5162,External,Lost and Stolen Assets
5163,5163,External,Payment Card Skimmers
5164,5164,External Internal,Miscellaneous Errors
5165,5165,External,Everything Else
5166,5166,Internal,Miscellaneous Errors
5167,5167,External,Lost and Stolen Assets
5168,5168,External,Everything Else
5169,5169,External,Crimeware
5170,5170,External,Web Applications
5171,5171,External,Web Applications
5172,5172,Internal,Lost and Stolen Assets
5173,5173,Internal,Lost and Stolen Assets
5174,5174,Internal,Lost and Stolen Assets
5175,5175,Internal,Miscellaneous Errors
5176,5176,Internal,Privilege Misuse
5177,5177,External,Cyber-Espionage
5178,5178,Internal,Miscellaneous Errors
5179,5179,Internal,Lost and Stolen Assets
